销售价格,卧室数,浴室数,居住面积,土地面积,楼层数,视野,成色,建筑设计水平,建筑年份,纬度,经度,附近15间房屋平均居住面积,附近15间房屋平均土地面积,每间卧室平均浴室数,有无地下室,距最近优质啤酒厂的距离,距医院的交通距离,销售年份,销售季度,是否位于西雅图,最近一次翻新距今年份,是否邻近海岸
560000,4,3,2170,5764,2,0,3,8,1992,47.5673,-121.999,2010,5681,1.333333333,无,15.34,0.393844328,2014,Q3,否,22,否
280000,3,1,1020,8400,1,0,4,7,1957,47.4905,-122.18,1690,8030,3,无,10.69,0.418648795,2015,Q2,否,58,否
289950,3,2.5,1760,8584,1.5,0,5,7,1937,47.4612,-122.325,2160,8584,1.2,无,10.43,0.459554456,2014,Q2,是,77,否
475000,2,1.75,1710,8645,1,0,4,7,1923,47.7005,-122.313,1280,5366,1.142857143,有,3.71,0.115802004,2014,Q3,是,91,否
125000,1,1,500,7440,1,0,1,5,1928,47.5252,-122.362,1350,7440,1,无,6.02,0.346469286,2014,Q4,是,86,否
296000,4,1.5,1370,9750,1,0,3,7,1953,47.4718,-122.323,1540,9789,2.666666667,有,9.72,0.434586512,2014,Q3,是,61,否
390000,3,2.25,1650,6250,1.5,0,3,7,1910,47.5639,-122.4,2060,6250,1.333333333,无,4.17,0.311085562,2015,Q1,是,105,否
425000,3,1,1180,3750,1,0,3,6,1940,47.5726,-122.382,1280,3750,3,有,3.2,0.276941838,2014,Q4,是,74,否
725000,6,3,3110,5000,1.5,0,5,7,1921,47.6631,-122.348,1600,4000,2,有,0.98,0.078511872,2014,Q2,是,93,否
302000,3,1,1600,1950,2,0,2,7,1906,47.6028,-122.312,1310,1138,3,无,0.79,0.119223794,2014,Q4,是,108,否
886000,3,2.25,2380,6000,2,0,5,9,1931,47.6472,-122.393,2000,6000,1.333333333,有,0.93,0.15356857,2015,Q1,是,84,否
540000,4,1.75,1630,6120,1,0,5,7,1918,47.6821,-122.31,1630,4080,2.285714286,有,2.78,0.076569311,2014,Q3,是,96,否
435000,4,2.25,1910,8400,2,0,3,7,1975,47.7352,-122.175,1910,8400,1.777777778,无,9.89,0.275708061,2015,Q2,否,40,否
405000,3,1,1250,7280,1,0,3,7,1975,47.6986,-122.129,1690,7280,3,无,10.62,0.13224325,2015,Q1,否,40,否
560200,3,2.5,1990,3984,2,0,3,8,2004,47.5914,-122.017,2320,3984,1.2,无,14.25,0.240961112,2014,Q2,否,10,否
324000,4,1.75,2110,7208,1,0,3,8,1975,47.4464,-122.129,1820,7208,2.285714286,有,14.56,0.437399093,2014,Q2,否,39,否
390000,4,2.5,2490,8290,2,0,3,9,1999,47.3305,-122.171,2690,7008,1.6,无,20.71,0.503535928,2014,Q2,否,15,否
414000,2,1,800,5000,1,0,3,6,1938,47.4914,-122.204,1220,5000,2,无,9.99,0.418648795,2015,Q2,否,77,否
441500,3,2.5,2360,4670,2,0,3,7,1998,47.537,-121.871,2420,5620,1.2,无,21.64,0.418648795,2014,Q3,否,16,否
375000,3,2.5,1770,5146,2,0,3,7,1992,47.5263,-122.356,1230,5160,1.2,无,5.92,0.338830072,2015,Q1,是,23,否
668500,4,2.5,2710,5500,2,0,3,9,1999,47.6027,-122.023,2710,6242,1.6,无,13.91,0.13224325,2014,Q2,否,15,否
1350000,4,3.25,3440,4920,2,4,3,10,2014,47.5727,-122.409,2350,5166,1.230769231,有,4.01,0.322648813,2015,Q1,是,1,是
758000,4,2.75,2410,9549,1,0,4,7,1956,47.6503,-122.197,2090,9549,1.454545455,有,6.31,0.13224325,2014,Q2,否,58,否
570000,3,1,1030,4089,1.5,0,3,7,1927,47.574,-122.385,1440,4917,3,无,3.19,0.280723145,2015,Q2,是,88,否
670000,3,1.5,1490,4400,1.5,0,4,7,1906,47.6113,-122.292,1560,4400,2,无,1.32,0.098919789,2014,Q2,是,108,否
1130000,4,1.75,2370,8400,1,0,5,9,1949,47.6716,-122.264,2370,8400,2.285714286,有,4.06,0.093171556,2015,Q2,是,66,否
650000,4,2,1930,3976,1.5,0,4,8,1914,47.6117,-122.297,1470,4080,2,无,1.09,0.095905814,2014,Q4,是,100,否
690000,2,1.75,1600,4000,1,0,5,7,1918,47.6408,-122.3,1860,4000,1.142857143,有,2.15,0.028024633,2014,Q2,是,96,是
413500,2,1,770,4000,1,0,5,5,1924,47.6959,-122.364,1420,5040,2,无,2.15,0.159450429,2014,Q2,是,90,否
765000,3,2.5,2300,9752,2,2,3,8,1968,47.5825,-122.076,2640,10764,1.2,无,11.6,0.240961112,2015,Q2,否,12,是
828200,4,2.75,3400,7081,2,0,3,9,2001,47.5661,-122.123,3060,7081,1.454545455,无,9.77,0.240961112,2014,Q4,否,13,否
205000,2,1,900,4397,1,0,3,6,1918,47.4851,-122.205,1430,4500,2,无,10.33,0.430490783,2014,Q3,否,96,否
465000,3,2.5,1450,5175,1,0,3,8,1995,47.7082,-122.338,1740,9250,1.2,有,3.38,0.152841913,2014,Q4,是,19,否
556000,4,2.5,2240,5402,2,0,3,8,2005,47.772,-122.35,2240,7560,1.6,无,7.44,0.304514612,2015,Q1,是,10,否
540000,4,2.5,1780,4169,2,0,3,8,1994,47.5695,-122.006,1830,4164,1.6,无,14.99,0.240961112,2014,Q2,否,20,否
423000,4,2.5,2320,4254,2,0,3,8,2004,47.48,-122.137,2330,4602,1.6,无,12.55,0.437399093,2014,Q3,否,10,否
646000,5,2.75,2870,4461,1,0,3,7,1976,47.675,-122.39,1890,4196,1.818181818,有,1,0.157906505,2014,Q2,是,38,否
558000,4,2,2180,3870,1,0,3,7,1900,47.6089,-122.303,1520,2580,2,有,0.85,0.096771191,2014,Q2,是,114,否
354000,2,1,850,5225,1,0,3,7,1949,47.5311,-122.38,1230,5225,2,无,5.79,0.351605106,2014,Q4,是,65,否
1200000,4,4,4050,9517,2,0,3,11,1990,47.5769,-122.215,3330,9436,1,有,5.51,0.240961112,2015,Q1,否,25,否
670000,4,2,2250,4200,1.5,0,3,7,1909,47.6136,-122.297,1200,3360,2,有,1.09,0.090779237,2015,Q1,是,106,否
1130000,6,4.25,3100,9378,3,2,3,11,1978,47.6381,-122.314,3270,6334,1.411764706,无,1.61,0.052416904,2014,Q4,是,36,否
299800,4,2.5,2410,4708,2,0,3,8,2002,47.3229,-122.182,2517,5290,1.6,无,21.04,0.503535928,2015,Q1,否,13,否
430000,4,1.75,2070,9120,1,0,4,7,1958,47.6045,-122.123,1650,8400,2.285714286,有,9.23,0.240961112,2015,Q2,否,57,否
775000,5,1,1860,3040,1.5,0,3,7,1921,47.6559,-122.339,1910,3600,5,有,0.53,0.050843634,2015,Q1,是,94,否
333000,3,1,950,5214,1,0,3,7,1944,47.5362,-122.379,1490,7636,3,有,5.44,0.340476795,2015,Q1,是,71,否
323000,2,1,880,1712,2,0,4,7,1945,47.6475,-122.397,1360,1748,2,无,0.96,0.161629315,2015,Q1,是,70,否
328000,2,2.25,1550,2079,2,0,3,8,2008,47.54,-122.368,1420,1977,0.888888889,无,5.06,0.326217957,2014,Q4,是,6,否
572500,3,1,1590,4600,1.5,0,4,7,1926,47.6807,-122.399,1770,4350,3,有,1.45,0.184221893,2014,Q4,是,88,否
600000,3,1.75,1650,5100,1,0,5,7,1908,47.6873,-122.321,1540,5100,1.714285714,有,2.85,0.095571689,2014,Q2,是,106,否
412000,4,3,2430,7242,2,0,3,8,2003,47.3533,-122.015,2430,7242,1.333333333,无,22.93,0.437399093,2015,Q2,否,12,否
827500,3,2.5,1810,7200,1,0,5,7,1960,47.6885,-122.211,2050,7200,1.2,有,6.79,0.128667689,2014,Q4,否,54,否
415000,3,2.5,1280,5040,2,0,4,7,1985,47.5611,-122.276,1500,5040,1.2,无,4.12,0.225634884,2014,Q4,是,29,否
800000,3,2.75,2220,4000,2,0,3,8,1914,47.617,-122.291,1800,4000,1.090909091,有,1.4,0.086383331,2014,Q3,是,14,否
420000,3,1,1060,6000,1,0,3,8,1954,47.5427,-122.275,1240,7874,3,无,5.28,0.257493381,2015,Q1,是,61,否
266000,3,1.5,1120,8250,1,0,4,7,1957,47.4905,-122.179,1320,8400,2,无,10.72,0.418648795,2014,Q4,否,57,否
440000,4,1.5,1770,5750,2,0,3,7,1947,47.5621,-122.394,970,5750,2.666666667,无,4.11,0.302480813,2014,Q2,是,67,否
630000,2,1.75,1260,5300,1,0,4,7,1951,47.6809,-122.348,1280,3000,1.142857143,有,1.59,0.111907173,2015,Q1,是,64,是
424000,3,1.75,1430,6818,1,0,5,7,1972,47.7271,-122.196,1480,7210,1.714285714,无,8.77,0.128667689,2014,Q3,否,42,否
530000,4,2.5,2050,6360,2,0,3,8,1988,47.5641,-122.011,2070,7541,1.6,无,14.84,0.393844328,2014,Q2,否,26,否
545000,4,2.25,2050,9720,2,0,3,8,1967,47.5911,-122.119,2310,9680,1.777777778,无,9.52,0.240961112,2015,Q1,否,48,否
405100,2,1,840,3522,1,0,3,6,1947,47.6575,-122.395,1390,4800,2,无,0.31,0.157995628,2014,Q2,是,67,否
502000,3,1.75,1300,8800,1,0,4,8,1963,47.6199,-122.116,1350,8800,1.714285714,无,9.55,0.13224325,2014,Q2,否,51,否
425000,3,2.25,1260,3000,2,0,3,7,2003,47.5454,-121.997,1630,3042,1.333333333,无,15.81,0.418205392,2014,Q4,否,11,否
233500,3,2.25,1650,2958,2,0,3,7,1985,47.3916,-122.167,1510,3788,1.333333333,无,16.88,0.503535928,2014,Q2,否,29,否
190000,3,1,1180,8775,1,0,3,7,1966,47.2848,-122.223,1300,8100,3,无,23.11,0.503535928,2015,Q1,否,49,否
330000,2,1,950,3090,1,0,4,6,1909,47.551,-122.276,1230,4120,2,无,4.74,0.238902367,2014,Q4,是,105,否
1490000,5,3.5,3620,7821,2,2,3,10,1958,47.5738,-122.215,2690,9757,1.428571429,有,5.61,0.240961112,2014,Q3,否,4,否
353000,4,2.75,1920,4627,1,0,3,8,1998,47.5003,-122.23,1910,7210,1.454545455,有,8.84,0.391896157,2014,Q3,是,16,否
260000,2,1,750,6720,1,0,3,6,1916,47.552,-122.31,920,6720,2,无,4.22,0.241661768,2014,Q4,是,98,否
680000,3,2.5,2060,2551,2,0,3,8,2001,47.5881,-122.165,2060,2936,1.2,有,7.45,0.240961112,2014,Q4,否,13,否
319000,2,1,750,6380,1,0,3,7,1949,47.7033,-122.308,1690,6495,2,无,4.01,0.125095607,2014,Q4,是,65,否
220000,3,1,1050,6300,1,0,3,6,1942,47.5128,-122.374,740,6300,3,无,6.96,0.390328714,2014,Q2,是,72,否
219000,3,1.5,1740,5200,1,0,4,7,1977,47.3657,-122.094,1540,5200,2,有,20.09,0.437399093,2015,Q1,否,38,否
528000,4,2.75,2050,7171,1,0,3,8,1988,47.6194,-122.042,1960,7110,1.454545455,有,13.01,0.13224325,2014,Q3,否,26,否
405000,3,1.75,1980,8100,1,0,4,7,1949,47.7353,-122.331,1450,8212,1.714285714,有,5.22,0.208796721,2014,Q2,是,65,否
372977,3,2.5,1690,1618,2,0,3,8,2014,47.5518,-121.998,1690,1618,1.2,有,15.64,0.415300639,2014,Q2,否,0,否
934550,4,3.25,2320,5900,1.5,2,4,9,1910,47.597,-122.292,2320,6240,1.230769231,无,1.71,0.132534214,2015,Q2,是,105,否
1470000,3,1.5,2480,9900,2,3,3,10,1940,47.7018,-122.381,2860,9288,2,有,2.54,0.197137281,2015,Q1,是,75,否
975000,4,2.25,2290,5350,2,0,4,9,1958,47.6428,-122.411,2910,5350,1.777777778,有,1.56,0.192592295,2014,Q2,是,56,否
624000,4,3,1540,4140,1.5,0,5,7,1902,47.6728,-122.396,1460,5000,1.333333333,无,0.88,0.162076021,2014,Q3,是,112,否
310000,3,1,1050,9876,1,0,3,7,1953,47.7635,-122.262,1760,9403,3,无,8.53,0.285635957,2014,Q2,否,61,否
315000,3,1.75,1480,6800,1,0,4,7,1968,47.4633,-122.188,1500,7900,1.714285714,无,12.04,0.437399093,2014,Q4,否,46,否
675000,3,2,1010,5973,1,0,5,6,1942,47.6652,-122.202,1920,6015,1.5,无,6.61,0.13224325,2014,Q3,否,72,否
490000,3,1.75,1660,8208,1,0,4,8,1965,47.5919,-122.154,2210,11000,1.714285714,无,7.9,0.240961112,2014,Q4,否,49,否
480000,4,1.75,2220,6500,2,3,4,8,1964,47.4519,-122.375,2430,11600,2.285714286,无,11.12,0.518196569,2014,Q2,是,50,是
196900,3,1,1270,7500,1,0,3,6,1954,47.4214,-122.316,1250,8000,3,无,13.21,0.498346866,2015,Q1,是,61,否
205500,3,2,1330,8748,1,0,3,7,1986,47.2619,-122.298,1510,8584,1.5,无,24.26,0.501579779,2015,Q1,否,29,否
357186,2,1.75,1210,1040,2,0,3,8,2014,47.5519,-121.999,1210,1090,1.142857143,无,15.59,0.415300639,2014,Q2,否,0,否
275000,4,2.5,2120,6754,2,0,3,7,1998,47.3629,-122.184,2120,6937,1.6,无,18.4,0.503535928,2015,Q1,否,17,否
350000,3,2.5,2680,7836,2,0,3,8,1990,47.3203,-122.185,2340,8040,1.2,无,21.17,0.503535928,2014,Q2,否,5,否
310000,3,1.75,1140,8263,1,0,5,7,1950,47.7407,-122.327,1140,6770,1.714285714,无,5.63,0.219404835,2014,Q4,是,64,否
717000,3,2.5,2480,5137,2,0,3,9,2000,47.684,-122.164,2480,6023,1.2,无,8.76,0.13224325,2014,Q2,否,14,否
745000,3,2,2290,5001,1,0,4,7,1960,47.6909,-122.339,1230,5001,1.5,有,2.38,0.115072922,2015,Q2,是,55,否
429000,3,2.5,2530,8820,2,0,3,8,1997,47.42,-122.205,2340,9472,1.2,无,14.37,0.503535928,2015,Q2,否,18,否
220000,4,2,1400,7140,1,0,3,7,1969,47.7719,-122.309,1610,10500,2,无,7.94,0.278793719,2015,Q2,是,46,否
716100,3,1,1640,4000,1.5,0,5,7,1909,47.6563,-122.351,2140,4000,3,无,0.58,0.072719839,2014,Q3,是,105,否
937500,3,1,1320,8500,1,0,4,7,1954,47.6187,-122.226,2790,10800,3,无,4.42,0.134696631,2015,Q1,否,61,否
720000,4,2,1760,4500,1.5,0,5,7,1906,47.6711,-122.331,1740,4220,2,无,1.64,0.06897113,2014,Q4,是,108,否
616000,3,3.25,2130,2306,2,1,5,7,1924,47.5424,-122.391,1560,4500,0.923076923,有,5.24,0.334922499,2015,Q2,是,91,否
259000,3,2,1390,7120,1,0,3,7,1988,47.3786,-122.179,1530,7688,1.5,无,17.47,0.503535928,2015,Q2,否,27,否
538000,3,1.75,1400,3825,1.5,0,4,6,1904,47.6793,-122.393,1720,5100,1.714285714,有,1.3,0.171595538,2014,Q2,是,110,否
605000,3,2.75,3230,9576,1.5,0,4,8,1966,47.7307,-122.183,2820,9576,1.090909091,无,9.4,0.128667689,2015,Q2,否,49,否
369950,3,1,1110,7603,1,0,3,7,1967,47.7262,-122.224,1260,8094,3,无,7.74,0.275708061,2014,Q4,否,47,否
310000,3,2.5,1670,4220,2,0,3,7,2002,47.3834,-122.028,1670,4238,1.2,无,20.93,0.437399093,2015,Q2,否,13,否
227500,3,1,1540,9450,1,0,4,7,1960,47.3612,-122.315,1210,9450,3,无,17.36,0.498346866,2015,Q2,是,55,否
274000,4,2.25,2090,7400,1,0,3,9,1973,47.3178,-122.38,2260,8000,1.777777778,有,20.36,0.508931224,2014,Q4,否,41,否
410000,3,2,1410,8088,1,0,3,7,1987,47.7303,-122.227,1770,7401,1.5,无,7.84,0.275708061,2014,Q4,否,27,否
650000,4,2.25,1910,5120,1,0,3,8,1954,47.6534,-122.409,1810,5153,1.777777778,有,1,0.187614944,2014,Q3,是,60,否
437500,3,2.25,1790,7700,1,0,4,7,1976,47.7205,-122.168,1610,7350,1.333333333,有,9.59,0.128667689,2015,Q1,否,39,否
567000,3,2.5,2540,6093,2,0,3,9,1999,47.7042,-122.236,2540,5924,1.2,无,6.33,0.128667689,2014,Q2,否,15,否
255000,2,1,940,9330,1,0,3,6,1941,47.5445,-122.273,1900,6145,2,无,5.21,0.254786015,2014,Q3,是,73,否
370000,2,1,900,4600,1,0,3,6,1951,47.6918,-122.361,1060,4600,2,无,1.91,0.146147429,2014,Q2,是,63,否
675000,4,1.75,1900,8800,1,0,3,8,1975,47.6579,-122.197,2280,8800,2.285714286,有,6.55,0.13224325,2015,Q2,否,40,否
285000,3,1,1440,4268,1,0,3,7,1953,47.5468,-122.293,1370,4268,3,有,4.73,0.243454075,2014,Q3,是,61,否
475000,4,2.5,2240,7245,1,0,4,7,1972,47.7161,-122.17,1740,7350,1.6,有,9.36,0.128667689,2014,Q4,否,42,否
410000,4,2.5,3320,5034,2,0,4,7,2006,47.4011,-122.164,2580,4950,1.6,无,16.35,0.503535928,2015,Q2,否,9,否
895000,4,2.25,1950,5950,1,0,3,8,1947,47.639,-122.347,2600,5593,1.777777778,有,0.71,0.10105557,2014,Q3,是,67,否
375000,3,1.5,1240,7733,1,0,3,6,1941,47.714,-122.283,1130,7733,2,有,5.32,0.170725385,2014,Q3,是,73,否
349000,4,2.5,1830,4694,2,0,3,7,2003,47.3573,-122.016,1830,5175,1.6,无,22.68,0.437399093,2015,Q2,否,12,否
650500,3,1.75,1740,4400,1.5,0,3,8,1903,47.6115,-122.292,1740,4400,1.714285714,无,1.32,0.098916449,2015,Q2,是,112,否
480000,4,2.75,2050,3960,1,0,4,7,1986,47.5808,-122.394,1440,5040,1.454545455,有,3.12,0.304653749,2014,Q2,是,28,否
415000,3,1.75,1960,5000,1,0,5,6,1911,47.5576,-122.317,1790,5000,1.714285714,有,3.81,0.2270295,2014,Q2,是,103,否
195000,3,1.75,1070,6110,1,0,4,7,1968,47.3249,-122.207,1350,6148,1.714285714,无,20.58,0.503535928,2015,Q2,否,47,否
318000,5,2.5,2820,9956,1,0,4,7,1967,47.4715,-122.33,2700,9956,2,有,9.71,0.433998274,2014,Q3,是,47,否
339950,2,1,800,3090,1,0,4,6,1925,47.5518,-122.277,1400,3090,2,无,4.67,0.236238499,2014,Q4,是,89,否
215000,3,1,1260,7897,1,0,3,7,1979,47.1946,-122.003,1560,8285,3,无,32.49,0.503535928,2014,Q4,否,35,否
339900,3,2.5,2420,7423,2,0,3,8,1990,47.3199,-122.186,2260,7629,1.2,无,21.18,0.503535928,2014,Q3,否,24,否
285000,1,1.5,810,3211,2,0,4,7,1982,47.6939,-122.184,1320,3298,0.666666667,无,8.1,0.128667689,2014,Q2,否,32,否
550000,3,1,1600,5000,1.5,0,3,7,1947,47.655,-122.358,1380,5000,3,有,0.75,0.083635329,2014,Q3,是,67,是
430000,4,1,1350,9000,1.5,0,4,7,1964,47.6953,-122.332,1940,8000,4,无,2.82,0.121379088,2014,Q3,是,50,否
219000,3,1,970,7790,1,0,3,6,1967,47.3165,-122.325,1150,8160,3,无,20.41,0.498346866,2014,Q4,否,47,否
555000,2,1.5,1780,4750,1,0,4,7,1947,47.6859,-122.395,1690,5962,1.333333333,有,1.74,0.188330279,2014,Q3,是,67,否
233000,3,2,1350,7686,1,0,3,7,1989,47.3609,-122.053,1470,7686,1.5,无,21.43,0.437399093,2014,Q3,否,25,否
454000,5,2.25,2550,9200,1,0,4,8,1975,47.4673,-122.363,2090,9200,2.222222222,有,10,0.470490464,2015,Q2,是,40,否
950000,4,2.5,1700,4418,2,0,3,8,1931,47.6434,-122.3,2090,4174,1.6,无,2.11,0.023875691,2015,Q1,是,15,是
359000,3,2.5,2430,7857,2,0,5,8,1980,47.4546,-122.211,2160,8740,1.2,有,12.06,0.444468731,2014,Q3,否,34,否
407500,5,2,2740,8230,1.5,0,3,7,1962,47.7352,-122.297,2130,8232,2.5,有,5.99,0.198562227,2014,Q3,是,52,否
224000,3,1.5,1560,7300,1,0,4,7,1964,47.3427,-122.281,1460,7910,2,有,18.74,0.501579779,2014,Q2,否,50,否
210000,2,1,1040,4590,1,0,3,7,1954,47.5078,-122.337,1040,6120,2,无,7.18,0.35469032,2014,Q3,是,60,否
261000,4,1.75,1820,9824,1,0,5,7,1968,47.3833,-122.093,1410,11013,2.285714286,无,19.09,0.437399093,2015,Q1,否,47,否
719000,3,3,1833,1706,3,0,3,9,1998,47.6827,-122.325,1466,1455,1,无,2.49,0.084771477,2014,Q3,是,16,是
440000,3,2.5,2160,3738,2,0,3,8,1994,47.5661,-122.375,1500,4000,1.2,无,3.44,0.270714701,2015,Q1,是,21,否
375000,3,1.5,1370,9720,2,0,3,7,1968,47.7302,-122.197,1510,8775,2,无,8.87,0.275708061,2014,Q3,否,46,否
428000,2,2.5,1414,1960,2,0,3,8,1986,47.5423,-122.189,1414,2511,0.8,无,7.83,0.393844328,2015,Q1,否,29,否
988830,5,3.25,4115,7910,2,0,3,9,2014,47.6847,-122.016,3950,6765,1.538461538,无,15.05,0.13224325,2014,Q4,否,0,否
199950,3,1.75,1550,6225,1,0,4,7,1949,47.3098,-122.218,1760,9496,1.714285714,无,21.47,0.503535928,2014,Q4,否,65,否
840000,4,2.25,2100,3671,1.5,0,3,8,1929,47.6359,-122.3,1800,4560,1.777777778,有,1.86,0.039487671,2014,Q4,是,85,否
285000,3,1.75,1160,7006,1,0,4,7,1992,47.1937,-121.98,1670,7750,1.714285714,无,33.06,0.503535928,2014,Q3,否,22,否
330000,5,2.5,3597,4972,2,0,3,7,2006,47.3002,-122.282,3193,6000,2,无,21.66,0.501579779,2014,Q3,否,8,否
320000,4,2.5,2190,7125,2,0,5,8,1978,47.3709,-122.285,2190,8075,1.6,无,16.79,0.501579779,2014,Q4,否,36,否
382500,3,1.75,1040,9000,1,0,4,7,1967,47.5253,-122.043,1750,10878,1.714285714,无,14.3,0.418648795,2014,Q3,否,47,否
220000,4,2.25,1950,7280,2,0,4,8,1979,47.2957,-122.37,1910,7280,1.777777778,无,21.86,0.507470721,2014,Q4,否,35,否
325000,3,2.5,1880,6818,2,0,3,8,1993,47.4206,-122.183,1970,7000,1.2,无,14.75,0.503535928,2014,Q3,否,21,否
679950,4,2.5,2850,5664,2,0,3,9,2001,47.5835,-121.996,2850,5475,1.6,无,15.29,0.240961112,2015,Q1,否,14,否
175000,2,1,1160,6911,1,0,3,7,1947,47.7149,-122.318,1120,6948,2,无,4.28,0.151538369,2015,Q1,是,68,否
215000,4,2,1540,7575,1,0,4,7,1978,47.3664,-122.279,1720,7575,2,有,17.13,0.501579779,2014,Q3,否,36,否
593450,4,2.25,2130,7172,2,0,4,8,1964,47.6271,-122.112,1910,7653,1.777777778,无,9.78,0.13224325,2015,Q2,否,51,否
498800,2,1.75,1350,4614,1,0,3,8,2008,47.7091,-122.015,1680,4775,1.142857143,无,15.73,0.13224325,2014,Q3,否,6,否
849000,5,3.25,2450,6534,2,0,3,8,1951,47.688,-122.281,1620,6534,1.538461538,有,3.99,0.110429237,2014,Q4,是,0,否
1150000,4,2.5,1940,4875,2,0,4,9,1925,47.6427,-122.304,1790,4875,1.6,无,1.94,0.020054622,2014,Q4,是,89,是
825000,5,2.5,2890,5110,2,2,3,9,2003,47.5453,-121.995,3010,5110,2,无,15.9,0.418648795,2014,Q3,否,11,否
265000,3,1.75,1680,9769,1,0,3,8,1989,47.4631,-122.126,1730,9686,1.714285714,有,13.76,0.437399093,2015,Q1,否,26,否
240000,3,1.75,1590,7931,1,0,3,7,1979,47.3628,-122.05,1680,7931,1.714285714,有,21.41,0.437399093,2014,Q4,否,35,否
330000,4,1.75,2440,7350,1,0,3,8,1978,47.3743,-122.285,2180,7680,2.285714286,有,16.55,0.501579779,2014,Q2,否,36,否
250000,4,2,1850,7560,1,0,4,7,1978,47.3666,-122.277,1620,7658,2,有,17.12,0.501579779,2014,Q2,否,36,否
350000,4,2.5,2800,9538,2,0,3,8,1993,47.2675,-122.307,1970,7750,1.6,无,23.84,0.501579779,2014,Q3,否,21,否
275000,3,2,1910,8050,1,0,4,7,1980,47.37,-122.17,1780,7344,1.5,有,18.18,0.503535928,2014,Q4,否,34,否
325000,4,2.25,2460,7620,1,0,3,7,1969,47.5285,-122.345,2090,7620,1.777777778,有,5.74,0.324461417,2015,Q1,是,46,否
255000,1,1,810,5000,1,1,3,7,1936,47.5696,-122.36,1920,5000,1,有,2.98,0.247427514,2015,Q2,是,79,否
562200,3,1.5,1900,5250,1,0,4,7,1943,47.6991,-122.392,1810,5250,2,有,2.49,0.209328125,2015,Q1,是,72,是
365000,3,2.5,2200,7350,1,0,5,8,1988,47.4395,-122.161,2350,7557,1.2,有,14.1,0.437399093,2014,Q2,否,26,否
487275,4,2.5,2400,3986,2,0,3,8,1999,47.5344,-121.877,2070,3986,1.6,无,21.42,0.418648795,2015,Q2,否,16,否
310000,3,2.5,1670,5791,2,0,3,7,1995,47.4424,-122.188,1610,6034,1.2,无,13.29,0.437399093,2015,Q2,否,20,否
245000,2,1,990,4800,1,0,3,6,1908,47.5615,-122.28,1700,5400,2,无,4.01,0.22522078,2015,Q1,是,107,否
550000,3,1.75,1840,9401,1,0,3,8,1971,47.5847,-122.075,2850,14323,1.714285714,无,11.62,0.240961112,2014,Q4,否,43,否
350000,2,1,910,4500,1.5,0,4,7,1906,47.5633,-122.289,1270,3500,2,无,3.71,0.204325971,2014,Q2,是,108,否
259950,3,1.5,1240,9500,1,0,4,7,1955,47.4756,-122.35,1845,10125,2,无,9.4,0.438621919,2014,Q4,是,59,否
240000,4,2.5,1980,7264,2,0,3,7,1996,47.3678,-122.019,1600,6380,1.6,无,22.03,0.437399093,2014,Q4,否,18,否
475000,4,2.5,3150,5757,2,0,3,9,2004,47.4568,-122.117,3100,5757,1.6,无,14.37,0.437399093,2014,Q3,否,10,否
419500,3,2.5,1360,3188,2,0,3,7,1986,47.6831,-122.096,1090,3188,1.2,无,11.54,0.13224325,2014,Q4,否,28,否
298700,3,2.25,2110,7350,1,0,3,8,1980,47.3088,-122.341,2640,7777,1.333333333,有,20.92,0.511431829,2014,Q3,否,34,否
278000,3,1.5,1900,9994,1,0,3,7,1960,47.4729,-122.301,1900,9994,2,有,9.7,0.437570564,2015,Q2,是,55,否
455000,4,2,2380,4500,1.5,0,3,6,1926,47.5652,-122.281,1300,4500,2,有,3.76,0.212153765,2014,Q4,是,0,否
465000,2,1.5,1120,1201,3,0,3,8,1999,47.6524,-122.353,1370,1298,1.333333333,无,0.46,0.076863772,2015,Q2,是,16,是
620000,4,4,2850,2970,2,0,3,8,1999,47.547,-122.01,2380,3559,1,有,15.2,0.415300639,2014,Q4,否,15,否
450000,3,1.75,1160,6120,1,0,3,7,1941,47.6926,-122.287,1530,6120,1.714285714,有,4.02,0.114972696,2014,Q4,是,73,否
690000,4,3.5,2710,2147,2,0,3,10,2007,47.5468,-121.994,2650,2252,1.142857143,有,15.92,0.416820375,2015,Q1,否,8,否
832500,3,2,1870,9527,1,0,4,7,1951,47.5777,-122.224,1970,11904,1.5,无,5.11,0.240961112,2014,Q3,否,17,否
245000,3,1,1010,9678,1,0,5,7,1955,47.4396,-122.285,1010,9375,3,无,12.07,0.4848984,2014,Q4,是,59,否
369000,4,2.75,2420,6495,2,0,3,8,2005,47.3771,-122.029,2420,6200,1.454545455,无,21.24,0.437399093,2014,Q3,否,9,否
1050000,4,3.25,3830,8331,2,0,3,9,2014,47.6906,-122.019,4080,8425,1.230769231,无,15.06,0.13224325,2014,Q4,否,0,否
653000,3,3,3040,5067,3,2,3,10,1993,47.5409,-122.267,1820,5998,1,无,5.55,0.26905881,2014,Q3,是,21,是
300000,5,3,1940,6355,1,0,3,8,2007,47.498,-122.322,1940,5033,1.666666667,有,7.92,0.379001742,2014,Q2,是,7,否
360000,4,2.5,1950,5451,2,0,3,7,2004,47.4341,-122.144,2240,6221,1.6,无,14.84,0.437399093,2014,Q4,否,10,否
672500,3,2.5,2450,5760,2,0,3,9,2000,47.6145,-122.026,2450,5762,1.2,无,13.75,0.13224325,2015,Q1,否,15,否
