销售日期,销售价格,卧室数,浴室数,居住面积,土地面积,楼层数,是否海景房,视野,成色,建筑设计水平,地上建筑面积,地下建筑面积,建筑年份,翻新年份,邮编,纬度,经度,附近15间房屋平均居住面积,附近15间房屋平均土地面积,每间卧室平均浴室数,有无地下室,距最近优质啤酒厂的距离,距海岸线的最近距离,距医院的交通距离
1/29/2015,532000.0,3,2.5,1830,8022,2.0,0.0,0.0,3,8,1830,0.0,1987,0.0,98074,47.6198,-122.044,2030,7736,1.2,0.0,12.91,1.145679946,0.13224325
8/11/2014,280000.0,2,1.0,720,5000,1.0,0.0,0.0,5,6,720,0.0,1951,0.0,98126,47.5195,-122.374,810,5000,2.0,0.0,6.5,0.95122618,0.374814562
10/14/2014,612000.0,3,3.0,1740,3700,1.0,0.0,0.0,3,7,1740,0.0,1982,0.0,98122,47.6102,-122.309,1830,2480,1.0,0.0,0.55,1.330501454,0.098734898
5/13/2014,591000.0,3,1.75,1680,2400,1.0,0.0,0.0,5,7,870,810.0,1922,0.0,98122,47.6155,-122.3,1440,3600,1.7142857142857142,1.0,0.97,0.887866809,0.085260429
7/11/2014,800000.0,4,2.25,3220,8436,2.0,0.0,0.0,3,8,3220,0.0,1968,0.0,98008,47.6381,-122.116,2500,7632,1.7777777777777777,0.0,9.7,0.734425057,0.13224325
1/22/2015,225000.0,3,2.0,1610,8400,1.0,0.0,0.0,3,8,1610,0.0,1990,0.0,98022,47.1958,-122.009,1930,8459,1.5,0.0,32.29,18.22029207,0.503535928
2/19/2015,650000.0,3,1.5,2120,8448,1.0,0.0,0.0,3,7,1060,1060.0,1940,0.0,98199,47.6438,-122.40299999999999,1620,7920,2.0,1.0,1.3,0.588943884,0.17728939100000002
9/18/2014,499000.0,3,2.5,2090,8505,2.0,0.0,0.0,3,8,2090,0.0,1951,1977.0,98177,47.7195,-122.37100000000001,1640,8100,1.2,0.0,3.74,0.220411631,0.220406361
1/28/2015,649950.0,3,2.5,2420,7500,1.0,0.0,2.0,4,8,1210,1210.0,1944,0.0,98117,47.6949,-122.389,2340,7500,1.2,1.0,2.17,0.491773869,0.194701167
7/9/2014,420000.0,3,1.75,1510,6360,1.0,0.0,0.0,4,7,1510,0.0,1954,0.0,98133,47.7321,-122.353,1480,7260,1.7142857142857142,0.0,4.7,0.948109455,0.222976182
12/15/2014,319990.0,4,2.5,2120,5293,2.0,0.0,0.0,3,7,2120,0.0,2003,0.0,98031,47.4217,-122.20100000000001,1990,5313,1.6,0.0,14.33,5.466467917,0.503535928
8/21/2014,375000.0,2,1.0,1810,8527,1.5,0.0,0.0,4,7,1810,0.0,1943,0.0,98133,47.7275,-122.336,1490,6800,2.0,0.0,4.63,1.726937855,0.195703368
7/3/2014,588000.0,5,3.0,2190,4900,2.0,0.0,0.0,5,7,1490,700.0,1940,0.0,98117,47.6892,-122.38600000000001,1370,4606,1.6666666666666667,1.0,1.75,0.910787956,0.17996730800000002
7/3/2014,280500.0,4,2.5,1890,6962,2.0,0.0,0.0,3,8,1890,0.0,1997,0.0,98092,47.3328,-122.18700000000001,2170,6803,1.6,0.0,20.32,6.528137817,0.503535928
9/25/2014,210500.0,2,1.75,2040,8600,1.0,0.0,0.0,4,6,1430,610.0,1985,0.0,98003,47.2755,-122.30799999999999,1310,7859,1.1428571428571428,1.0,23.29,2.583790593,0.501579779
9/26/2014,196500.0,3,2.0,1310,7000,1.0,0.0,0.0,4,7,1310,0.0,1979,0.0,98023,47.303000000000004,-122.383,1390,7500,1.5,0.0,21.39,1.5894277069999998,0.508931224
5/5/2014,1400000.0,5,3.5,4010,8510,2.0,0.0,1.0,5,9,2850,1160.0,1971,0.0,98105,47.6578,-122.286,2610,6128,1.4285714285714286,1.0,2.79,0.091483813,0.0543092
2/6/2015,475000.0,3,1.75,1780,8033,1.0,0.0,0.0,2,7,1210,570.0,1977,0.0,98034,47.7275,-122.219,1630,7508,1.7142857142857142,1.0,7.97,1.601772189,0.275708061
5/4/2015,550000.0,3,2.5,1980,9061,2.0,0.0,0.0,4,8,1980,0.0,1987,0.0,98074,47.6366,-122.029,1930,8869,1.2,0.0,13.7,2.000757965,0.13224325
4/22/2015,240000.0,3,1.75,1540,6687,1.0,0.0,0.0,3,7,1200,340.0,1991,0.0,98022,47.1938,-121.98100000000001,1540,7242,1.7142857142857142,1.0,33.03,25.34856894,0.503535928
4/29/2015,272000.0,3,1.0,1130,8100,1.5,0.0,0.0,3,6,1130,0.0,1934,0.0,98168,47.4935,-122.306,1080,8100,3.0,0.0,8.26,2.796916631,0.39193608
8/18/2014,640000.0,3,2.5,2580,7500,2.0,0.0,0.0,3,9,2580,0.0,1991,0.0,98116,47.5577,-122.396,910,6500,1.2,0.0,4.42,0.248649375,0.311663565
5/14/2014,316000.0,4,2.5,2010,7226,2.0,0.0,0.0,3,8,2010,0.0,1995,0.0,98092,47.2588,-122.21,2160,7696,1.6,0.0,24.99,8.215543316,0.503535928
3/5/2015,447500.0,2,2.25,1180,2090,2.0,0.0,0.0,3,7,1180,0.0,2004,0.0,98122,47.6032,-122.31,1550,2812,0.8888888888888888,0.0,0.81,1.149009622,0.116127236
8/29/2014,215000.0,4,1.75,1630,8000,1.0,0.0,0.0,3,7,1630,0.0,1959,0.0,98031,47.3948,-122.20100000000001,1630,7700,2.2857142857142856,0.0,16.06,7.317339494,0.503535928
12/11/2014,275000.0,3,2.25,1620,6415,2.0,0.0,0.0,4,7,1620,0.0,1989,0.0,98038,47.3577,-122.038,1640,7253,1.3333333333333333,0.0,22.03,13.7509451,0.437399093
3/25/2015,648000.0,4,2.25,2170,8240,2.0,0.0,1.0,4,8,2170,0.0,1983,0.0,98006,47.5634,-122.12799999999999,2600,9898,1.7777777777777777,0.0,9.61,1.204777797,0.240961112
10/28/2014,415000.0,4,2.5,2150,8173,2.0,0.0,0.0,3,8,2150,0.0,1987,0.0,98059,47.511,-122.15299999999999,2080,7620,1.6,0.0,10.51,2.31754009,0.415300639
11/19/2014,690000.0,3,2.0,1770,1800,3.0,0.0,0.0,3,8,1770,0.0,1999,0.0,98122,47.6102,-122.314,1890,3200,1.5,0.0,0.34,1.216498824,0.103243429
9/2/2014,750000.0,3,1.75,1590,8285,1.0,0.0,0.0,4,8,1590,0.0,1956,0.0,98004,47.5855,-122.194,1970,8970,1.7142857142857142,0.0,6.19,0.485164487,0.240961112
6/30/2014,355000.0,3,2.25,1370,1524,3.0,0.0,0.0,3,8,1370,0.0,2005,0.0,98103,47.6982,-122.34700000000001,1370,1418,1.3333333333333333,0.0,2.58,1.006244785,0.13923777199999998
5/8/2014,246000.0,3,1.75,1390,7399,1.0,0.0,0.0,4,7,1390,0.0,1975,0.0,98031,47.4183,-122.182,1460,7800,1.7142857142857142,0.0,14.91,5.85600836,0.503535928
12/10/2014,217000.0,3,2.0,1690,6750,1.0,0.0,0.0,3,7,1210,480.0,1977,0.0,98023,47.3021,-122.375,1930,7350,1.5,1.0,21.43,1.697512651,0.508931224
7/9/2014,583000.0,3,2.5,2600,5100,2.0,0.0,1.0,3,8,2600,0.0,1998,0.0,98056,47.5175,-122.205,2270,5400,1.2,0.0,8.5,0.185293637,0.393844328
11/11/2014,515000.0,2,1.5,1400,5000,1.0,0.0,0.0,4,7,1150,250.0,1904,0.0,98107,47.6681,-122.36200000000001,1530,4200,1.3333333333333333,1.0,0.56,0.788611455,0.104849968
3/19/2015,594000.0,4,1.75,2140,8000,1.0,0.0,0.0,4,8,1410,730.0,1965,0.0,98007,47.622,-122.139,2080,8000,2.2857142857142856,1.0,8.49,1.6988042680000002,0.13224325
10/22/2014,303100.0,3,1.5,1640,5650,1.0,0.0,0.0,3,8,1640,0.0,1952,0.0,98178,47.50899999999999,-122.251,1640,5650,2.0,0.0,7.86,0.267232315,0.344677374
8/13/2014,221000.0,3,1.0,1150,7260,1.0,0.0,0.0,3,7,1150,0.0,1959,0.0,98133,47.7344,-122.333,1200,7888,3.0,0.0,5.12,1.893695062,0.206751495
3/24/2015,325000.0,3,2.5,2000,7205,2.0,0.0,0.0,3,8,2000,0.0,1998,0.0,98003,47.3499,-122.302,2180,7611,1.2,0.0,18.18,1.020016702,0.501579779
2/19/2015,385000.0,3,1.75,1560,5950,1.0,0.0,0.0,4,6,780,780.0,1944,0.0,98125,47.718999999999994,-122.307,1320,7830,1.7142857142857142,1.0,4.82,1.226197925,0.161503021
3/27/2015,359500.0,3,2.5,2070,4689,2.0,0.0,0.0,3,8,2070,0.0,2013,0.0,98038,47.3545,-122.056,1880,4593,1.2,0.0,21.71,13.89322412,0.437399093
8/7/2014,433000.0,3,2.0,1920,7200,1.0,0.0,0.0,3,7,1300,620.0,1984,0.0,98028,47.7703,-122.265,2010,7200,1.5,1.0,8.83,0.886086875,0.297834709
3/23/2015,525000.0,2,1.0,1000,4950,1.0,0.0,0.0,3,7,800,200.0,1948,0.0,98116,47.5671,-122.39399999999999,1060,5500,2.0,1.0,3.83,0.6783197990000001,0.299411613
9/15/2014,560000.0,4,1.5,1790,3420,1.0,0.0,0.0,4,7,1020,770.0,1923,0.0,98103,47.6489,-122.337,1680,3420,2.6666666666666665,1.0,0.35,0.166429014,0.052778736
10/27/2014,513000.0,4,2.0,2090,4000,1.0,0.0,0.0,3,7,1480,610.0,1951,0.0,98107,47.6751,-122.37899999999999,1510,5000,2.0,1.0,0.72,0.759983561,0.145251376
7/21/2014,365000.0,2,1.0,680,2550,1.0,0.0,0.0,4,5,680,0.0,1901,0.0,98117,47.6767,-122.38799999999999,1120,5100,2.0,0.0,1.04,0.645831378,0.157835275
6/25/2014,870000.0,4,2.75,2840,4000,1.5,0.0,0.0,5,8,1960,880.0,1912,0.0,98144,47.5846,-122.291,2750,4000,1.4545454545454546,1.0,2.38,0.14954041,0.162034432
7/24/2014,225000.0,3,2.25,1470,6808,1.0,0.0,0.0,3,7,1160,310.0,1984,0.0,98023,47.2884,-122.365,1570,7881,1.3333333333333333,1.0,22.35,1.286137081,0.507470721
6/19/2014,177000.0,3,1.75,1150,8079,1.0,0.0,0.0,4,7,1150,0.0,1983,0.0,98030,47.3766,-122.18,1540,7399,1.7142857142857142,0.0,17.58,8.698048854,0.503535928
1/27/2015,465000.0,3,1.5,1460,9879,1.0,0.0,0.0,3,7,1460,0.0,1956,0.0,98008,47.6346,-122.12700000000001,1610,10050,2.0,0.0,9.15,1.4703258380000002,0.13224325
9/27/2014,750000.0,4,2.75,3150,6343,1.0,0.0,3.0,3,8,1810,1340.0,1976,0.0,98126,47.5424,-122.381,2250,6343,1.4545454545454546,1.0,5.06,0.7517636670000001,0.326506658
9/22/2014,149000.0,3,1.0,1090,2800,1.0,0.0,0.0,3,6,1090,0.0,1969,0.0,98092,47.3162,-122.18299999999999,1040,2960,3.0,0.0,21.47,7.0086780210000015,0.503535928
10/24/2014,725000.0,3,2.0,2110,5800,1.5,0.0,0.0,4,7,1990,120.0,1927,0.0,98103,47.6645,-122.34200000000001,1620,4300,1.5,1.0,1.06,0.500402143,0.07421720400000001
9/22/2014,413900.0,4,2.25,1770,5236,2.0,0.0,0.0,3,7,1770,0.0,2007,0.0,98056,47.5137,-122.189,2470,5064,1.7777777777777777,0.0,9.19,0.7371570940000001,0.393844328
7/31/2014,199950.0,3,1.5,1510,6600,1.0,0.0,0.0,3,6,1510,0.0,1938,0.0,98168,47.4821,-122.331,990,6600,2.0,0.0,8.97,1.408693493,0.413620746
8/12/2014,870000.0,3,1.5,2420,5000,2.0,0.0,0.0,4,8,2200,220.0,1925,0.0,98103,47.6744,-122.353,2070,5000,2.0,1.0,1.13,0.326291966,0.104978155
6/5/2014,292000.0,5,2.5,2490,7666,1.0,0.0,0.0,4,7,1490,1000.0,1989,0.0,98031,47.4022,-122.171,1930,7415,2.0,1.0,16.14,7.062320224,0.503535928
5/12/2014,225000.0,3,1.0,990,8012,1.0,0.0,0.0,4,7,990,0.0,1966,0.0,98058,47.4557,-122.181,1260,9060,3.0,0.0,12.65,3.527532369,0.437399093
3/16/2015,466750.0,4,2.0,1730,9139,2.0,0.0,0.0,3,8,1730,0.0,1957,0.0,98125,47.7181,-122.316,1410,7311,2.0,0.0,4.51,1.650373739,0.159278374
2/13/2015,802500.0,4,2.25,1950,7000,1.0,0.0,1.0,3,8,1450,500.0,1957,0.0,98118,47.5426,-122.262,1840,6440,1.7777777777777777,1.0,5.56,0.112548097,0.273858653
7/18/2014,378800.0,5,2.5,2740,5400,2.0,0.0,0.0,3,8,2740,0.0,2005,0.0,98031,47.4036,-122.205,2900,5476,2.0,0.0,15.42,6.6981670310000005,0.503535928
4/22/2015,460000.0,3,2.0,1200,7320,1.0,0.0,0.0,3,7,1200,0.0,1955,0.0,98115,47.6986,-122.286,1750,8220,1.5,0.0,4.37,0.667297285,0.130233899
12/15/2014,424500.0,4,1.5,1830,6985,1.0,0.0,0.0,3,7,1080,750.0,1967,0.0,98028,47.7494,-122.236,1650,9501,2.6666666666666665,1.0,8.57,1.022098049,0.275708061
8/27/2014,365000.0,3,2.5,2200,9696,2.0,0.0,0.0,3,8,2200,0.0,1987,0.0,98031,47.4197,-122.205,2200,9915,1.2,0.0,14.38,5.588063367,0.503535928
4/8/2015,631000.0,4,2.0,1930,3240,1.5,0.0,0.0,4,7,1930,0.0,1911,0.0,98122,47.6156,-122.29899999999999,1480,3600,2.0,0.0,1.01,0.846278526,0.085903589
10/8/2014,584000.0,3,2.5,1790,3962,2.0,0.0,0.0,3,8,1790,0.0,1992,0.0,98117,47.6894,-122.391,1340,3960,1.2,0.0,1.85,0.7995210620000001,0.187027004
3/12/2015,717000.0,4,2.5,2780,7985,2.0,0.0,0.0,4,10,2780,0.0,1992,0.0,98029,47.5608,-122.016,2650,8094,1.6,0.0,14.67,1.852145007,0.393844328
6/16/2014,667000.0,3,1.5,1720,8100,2.0,0.0,0.0,3,8,1720,0.0,1907,0.0,98107,47.6746,-122.4,2210,8100,2.0,0.0,1.07,0.33641080700000003,0.172198573
12/30/2014,190000.0,3,1.0,1640,8100,1.0,0.0,0.0,3,6,1040,600.0,1939,0.0,98146,47.482,-122.34,1600,8100,3.0,1.0,8.96,0.988573122,0.410581974
6/17/2014,430000.0,3,2.0,1730,9000,1.0,0.0,0.0,3,8,1370,360.0,1978,0.0,98027,47.5202,-122.04700000000001,2390,10000,1.5,1.0,14.29,2.7461354630000003,0.418648795
4/24/2015,213000.0,2,1.0,740,7380,1.0,0.0,0.0,4,6,740,0.0,1951,0.0,98188,47.4481,-122.27799999999999,1500,10075,2.0,0.0,11.54,3.917996433,0.476952265
10/7/2014,475000.0,3,2.5,2280,3710,1.0,0.0,0.0,3,8,1550,730.0,1990,0.0,98072,47.735,-122.15899999999999,2030,3710,1.2,1.0,10.49,3.316263074,0.128667689
11/10/2014,390000.0,3,2.5,2770,8820,1.0,0.0,0.0,3,7,1900,870.0,1980,2004.0,98038,47.3685,-122.04799999999999,1850,10920,1.2,1.0,21.15,12.95812245,0.437399093
9/24/2014,390000.0,4,3.0,2860,5724,1.0,0.0,0.0,3,7,1730,1130.0,1983,0.0,98108,47.5427,-122.302,2340,7200,1.3333333333333333,1.0,4.91,2.1994285540000003,0.256263458
7/29/2014,328000.0,4,1.75,1990,7194,1.0,0.0,0.0,4,8,1400,590.0,1978,0.0,98058,47.4417,-122.135,1820,7400,2.2857142857142856,1.0,14.65,5.38438836,0.437399093
12/5/2014,239999.0,3,2.75,1740,8436,1.0,0.0,0.0,3,7,1140,600.0,1967,0.0,98003,47.3456,-122.305,1550,8436,1.0909090909090908,1.0,18.47,0.929470199,0.501579779
10/21/2014,225000.0,3,2.0,1460,7740,1.0,0.0,0.0,3,7,1460,0.0,1968,0.0,98003,47.3467,-122.306,1540,7644,1.5,0.0,18.39,0.861955788,0.501579779
3/17/2015,940000.0,4,2.75,3270,9231,2.0,0.0,0.0,3,10,3270,0.0,1995,0.0,98052,47.6539,-122.12100000000001,3380,10154,1.4545454545454546,0.0,9.73,0.353625719,0.13224325
5/1/2015,465000.0,3,1.0,1210,4872,1.0,0.0,0.0,4,6,1210,0.0,1949,0.0,98118,47.5551,-122.273,1070,4872,3.0,0.0,4.55,0.54954378,0.24075627
7/1/2014,241000.0,3,2.0,1770,7000,1.0,0.0,0.0,3,7,1770,0.0,1986,0.0,98001,47.3321,-122.26100000000001,1510,10462,1.5,0.0,19.58,3.193844508,0.501579779
6/9/2014,307550.0,4,2.5,1980,5909,2.0,0.0,0.0,3,8,1980,0.0,2003,0.0,98031,47.3913,-122.185,2550,5487,1.6,0.0,16.56,7.657736849,0.503535928
10/31/2014,490000.0,4,2.5,2650,9627,1.0,0.0,3.0,4,8,1610,1040.0,1976,0.0,98028,47.7684,-122.25399999999999,2650,9221,1.6,1.0,9.03,0.738187812,0.295235949
5/12/2014,647000.0,4,2.5,3040,6887,2.0,0.0,0.0,3,8,3040,0.0,1999,0.0,98074,47.6073,-122.015,2790,7196,1.6,0.0,14.27,2.575473473,0.13224325
11/14/2014,517500.0,3,2.5,1810,4332,2.0,0.0,0.0,3,8,1810,0.0,1992,0.0,98029,47.5776,-121.99600000000001,1740,4332,1.2,0.0,15.35,2.892925654,0.240961112
6/18/2014,295000.0,3,2.0,1380,8682,1.0,0.0,0.0,4,7,1380,0.0,1966,0.0,98148,47.4238,-122.322,1410,10594,1.5,0.0,13.02,1.228269931,0.498346866
12/4/2014,560000.0,4,1.5,1810,3400,2.0,0.0,0.0,3,8,1810,0.0,1926,0.0,98112,47.6264,-122.302,1770,3600,2.6666666666666665,0.0,1.27,1.086666802,0.057581622
11/5/2014,319450.0,5,2.0,2250,5472,1.5,0.0,0.0,5,7,1750,500.0,1930,0.0,98002,47.3065,-122.219,1540,5472,2.5,1.0,21.68,5.763882381,0.503535928
12/12/2014,1500000.0,4,3.25,3860,7199,2.0,0.0,1.0,3,9,2870,990.0,2005,0.0,98115,47.6855,-122.26899999999999,2940,9600,1.2307692307692308,1.0,4.32,0.32175399,0.125209095
6/13/2014,499950.0,3,1.0,1830,3000,1.5,0.0,0.0,3,7,1430,400.0,1926,0.0,98103,47.6619,-122.351,1510,2500,3.0,1.0,0.93,0.79079616,0.081364648
4/14/2015,678000.0,3,1.75,1670,7210,1.0,0.0,0.0,5,8,1670,0.0,1967,0.0,98008,47.6344,-122.116,2200,7210,1.7142857142857142,0.0,9.66,0.93018008,0.13224325
7/29/2014,360000.0,2,1.0,780,4200,1.0,0.0,0.0,3,6,780,0.0,1920,0.0,98118,47.5381,-122.26700000000001,1620,6000,2.0,0.0,5.73,0.235770084,0.273280067
12/18/2014,350000.0,3,1.75,1480,9375,1.0,0.0,0.0,4,7,1480,0.0,1957,0.0,98146,47.5076,-122.366,1370,9000,1.7142857142857142,0.0,7.25,0.957841189,0.389170358
7/30/2014,990000.0,3,4.0,2550,3900,2.0,0.0,2.0,3,8,2050,500.0,1940,2003.0,98199,47.6415,-122.39200000000001,2340,6400,0.75,1.0,1.1,0.647562057,0.16135282
7/7/2014,481000.0,4,2.5,2286,8269,2.0,0.0,0.0,3,8,2286,0.0,2002,0.0,98056,47.5174,-122.194,2110,4711,1.6,0.0,8.84,0.59055304,0.393844328
6/24/2014,485000.0,3,2.5,1500,5412,1.0,0.0,0.0,5,7,900,600.0,1920,0.0,98136,47.5499,-122.39399999999999,1090,5412,1.2,1.0,4.83,0.19679479,0.32217772
4/13/2015,477000.0,3,2.5,1740,4960,2.0,0.0,0.0,3,8,1740,0.0,1992,0.0,98029,47.5772,-121.99799999999999,1740,5021,1.2,0.0,15.26,2.795439984,0.240961112
7/29/2014,560000.0,5,2.5,2880,9000,1.0,0.0,0.0,5,8,1440,1440.0,1966,0.0,98006,47.5456,-122.179,2010,9000,2.0,1.0,8.07,0.924690942,0.393844328
11/17/2014,600000.0,6,3.0,2600,9350,1.0,0.0,0.0,4,8,1340,1260.0,1963,0.0,98008,47.6198,-122.105,2090,9102,2.0,1.0,10.07,0.383225331,0.13224325
4/29/2015,410000.0,2,2.25,1660,2128,2.0,0.0,0.0,4,8,1660,0.0,1974,0.0,98028,47.7528,-122.25200000000001,1640,2128,0.8888888888888888,0.0,8.27,0.193482657,0.275708061
4/2/2015,318200.0,3,2.5,1990,3644,2.0,0.0,0.0,3,7,1990,0.0,2010,0.0,98038,47.3531,-122.01700000000001,2580,3800,1.2,0.0,22.88,14.21858483,0.437399093
6/5/2014,289000.0,3,2.0,1680,8424,1.0,0.0,0.0,3,7,1680,0.0,1993,0.0,98022,47.1969,-122.01100000000001,1990,8545,1.5,0.0,32.18,18.09946892,0.503535928
5/20/2014,263000.0,3,1.75,1570,7775,2.0,0.0,0.0,3,7,1570,0.0,1982,0.0,98031,47.3876,-122.21600000000001,1580,8622,1.7142857142857142,0.0,16.3,5.177996558,0.503535928
6/5/2014,240000.0,3,1.0,1150,4825,1.0,0.0,0.0,4,6,1150,0.0,1957,0.0,98027,47.5321,-122.029,1760,7121,3.0,0.0,14.71,2.454180727,0.418648795
4/7/2015,281500.0,3,1.0,1270,7500,1.0,0.0,0.0,3,7,1270,0.0,1953,0.0,98146,47.4921,-122.339,1340,3000,3.0,0.0,8.26,1.159134079,0.386128397
6/20/2014,587206.0,3,3.5,1890,1710,2.0,0.0,0.0,3,8,1640,250.0,1999,0.0,98103,47.6592,-122.34899999999999,1680,1562,0.8571428571428571,1.0,0.72,0.683715318,0.07395582099999999
7/30/2014,482000.0,2,2.25,1350,1248,2.0,0.0,0.0,3,7,1180,170.0,2000,0.0,98102,47.6399,-122.32,1760,3360,0.8888888888888888,1.0,1.31,0.30779700600000004,0.045219318
3/10/2015,485000.0,3,1.75,1650,9500,1.0,0.0,0.0,3,8,1650,0.0,1967,0.0,98052,47.631,-122.098,1880,9375,1.7142857142857142,0.0,10.46,0.449281785,0.13224325
6/19/2014,221000.0,3,2.25,1640,7350,1.0,0.0,0.0,3,7,1140,500.0,1984,0.0,98003,47.2625,-122.3,1480,8041,1.3333333333333333,1.0,24.21,2.710467584,0.501579779
5/13/2014,700000.0,3,2.5,2030,8398,2.0,0.0,0.0,4,9,2030,0.0,1975,0.0,98008,47.6272,-122.095,2450,8104,1.2,0.0,10.57,0.395575502,0.13224325
9/29/2014,411500.0,5,3.0,2420,7740,1.0,0.0,0.0,5,7,1360,1060.0,1929,1969.0,98106,47.536,-122.35799999999999,1840,6780,1.6666666666666667,1.0,5.26,1.843929345,0.323941711
6/5/2014,395000.0,4,3.0,1980,7931,1.0,0.0,0.0,4,7,1160,820.0,1983,0.0,98133,47.7513,-122.334,1910,7931,1.3333333333333333,1.0,6.21,2.224388079,0.245084975
7/9/2014,237950.0,2,1.75,1460,7926,1.0,0.0,0.0,4,7,1460,0.0,1987,0.0,98042,47.3665,-122.09200000000001,1680,8206,1.1428571428571428,0.0,20.09,10.86345388,0.437399093
3/10/2015,680000.0,3,2.5,1610,8064,1.0,0.0,2.0,4,7,1160,450.0,1981,0.0,98033,47.6818,-122.189,2260,8328,1.2,1.0,7.6,0.984375523,0.128667689
12/12/2014,765000.0,4,3.5,2760,4000,2.0,0.0,2.0,3,8,2000,760.0,1926,2014.0,98126,47.5687,-122.374,1690,4000,1.1428571428571428,1.0,3.25,1.013784579,0.268552813
5/8/2014,515000.0,2,1.0,1060,4960,1.0,0.0,0.0,3,7,1060,0.0,1926,0.0,98103,47.6896,-122.331,1420,4960,2.0,0.0,2.58,0.42828808,0.104360495
6/16/2014,470000.0,3,1.5,1510,8000,1.0,0.0,0.0,4,7,1510,0.0,1956,0.0,98007,47.5865,-122.135,1430,8000,2.0,0.0,8.84,1.171595943,0.240961112
8/20/2014,330000.0,2,1.0,880,4000,1.0,0.0,0.0,3,6,780,100.0,1937,0.0,98117,47.6931,-122.37899999999999,950,4000,2.0,1.0,1.93,0.8371258709999999,0.175501283
2/26/2015,284000.0,3,2.5,2150,9375,1.0,0.0,0.0,3,8,1550,600.0,1968,0.0,98188,47.4578,-122.274,1950,9100,1.2,1.0,10.92,3.964644775,0.471168321
9/12/2014,295000.0,3,2.5,1660,8125,1.0,0.0,0.0,3,7,1150,510.0,1999,0.0,98148,47.4373,-122.333,1250,8125,1.2,1.0,12.06,0.975068568,0.496855903
8/6/2014,350000.0,3,1.0,1370,8162,1.5,0.0,0.0,3,6,1370,0.0,1949,0.0,98125,47.7263,-122.289,1560,8250,3.0,0.0,5.76,0.394274437,0.184955216
12/3/2014,240000.0,3,2.25,1460,5818,1.0,0.0,0.0,3,7,1140,320.0,1986,0.0,98023,47.3113,-122.35799999999999,1490,6031,1.3333333333333333,1.0,20.76,1.749165983,0.507713194
2/4/2015,419900.0,3,1.5,1450,7000,1.0,0.0,0.0,3,7,1450,0.0,1955,0.0,98007,47.5983,-122.15,1490,7245,2.0,0.0,8.02,1.939389837,0.240961112
4/30/2015,528000.0,3,2.0,1560,6300,1.0,0.0,0.0,3,7,1560,0.0,1924,0.0,98126,47.5407,-122.37899999999999,1620,6300,1.5,0.0,5.15,0.852587823,0.328197487
3/11/2015,481000.0,4,2.5,2480,9869,1.0,0.0,0.0,4,8,1240,1240.0,1963,0.0,98028,47.7612,-122.229,2230,10310,1.6,1.0,9.43,1.210620075,0.275708061
6/9/2014,304700.0,2,1.0,740,5995,1.0,0.0,0.0,4,7,740,0.0,1949,0.0,98133,47.7291,-122.337,1140,5995,2.0,0.0,4.71,1.677126695,0.199810394
10/22/2014,215000.0,3,1.5,1240,9405,1.0,0.0,0.0,4,7,1240,0.0,1966,0.0,98042,47.3727,-122.162,2260,7611,2.0,0.0,18.16,9.140008867999999,0.503535928
6/23/2014,346000.0,3,1.75,1270,8100,1.0,0.0,0.0,3,6,880,390.0,1950,0.0,98146,47.4828,-122.344,1650,8173,1.7142857142857142,1.0,8.9,0.7981295709999999,0.41352628
1/5/2015,500000.0,3,1.75,1700,6120,1.0,0.0,0.0,3,7,1700,0.0,1952,0.0,98116,47.5807,-122.397,1330,6120,1.7142857142857142,0.0,3.23,0.298568334,0.309715388
9/25/2014,750000.0,2,1.5,1300,7632,1.0,0.0,2.0,3,7,1300,0.0,1943,0.0,98122,47.6134,-122.30799999999999,1420,1676,1.3333333333333333,0.0,0.57,1.231312617,0.092272359
5/20/2014,519900.0,4,2.0,1820,9350,1.0,0.0,0.0,4,8,1820,0.0,1967,0.0,98052,47.6288,-122.098,2260,9299,2.0,0.0,10.44,0.563288758,0.13224325
8/19/2014,378500.0,2,1.0,880,6171,1.0,0.0,0.0,4,7,880,0.0,1949,0.0,98125,47.7262,-122.285,2260,12769,2.0,0.0,5.88,0.215585268,0.190958391
4/29/2015,499950.0,3,1.5,1350,9315,1.0,0.0,0.0,3,7,1350,0.0,1968,0.0,98052,47.6587,-122.124,1840,9920,2.0,0.0,9.7,0.5258776039999999,0.13224325
6/23/2014,360000.0,4,1.5,1720,6417,1.0,0.0,0.0,3,7,1720,0.0,1953,0.0,98125,47.7268,-122.311,1430,6240,2.6666666666666665,0.0,5.14,1.364213514,0.17609935
5/22/2014,361000.0,3,1.0,1100,4046,1.5,0.0,4.0,4,6,1100,0.0,1922,0.0,98198,47.343999999999994,-122.331,2550,7847,3.0,0.0,18.5,0.017117718,0.498346866
7/10/2014,713400.0,3,2.25,1810,9845,1.0,0.0,0.0,4,8,1810,0.0,1959,1991.0,98040,47.5505,-122.221,1900,10083,1.3333333333333333,0.0,6.33,0.507984177,0.289317817
10/28/2014,445000.0,2,1.0,930,3150,1.0,0.0,0.0,5,6,930,0.0,1918,0.0,98115,47.6783,-122.29799999999999,1900,5000,2.0,0.0,2.96,1.540739328,0.070020892
3/4/2015,1430000.0,3,2.75,2710,9204,1.5,0.0,4.0,3,9,1480,1230.0,1975,0.0,98177,47.7039,-122.385,2960,10080,1.0909090909090908,1.0,2.72,0.054521767,0.208287228
